balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
0,10,nb,5,-,1,0.286885245902,0.993736951983,0.853658536585,0.916265640038,0.429447852761,0.953430145218,41,1039,952,87,6,35,0.913888888889,0.884962088312,10,9777.380519151688
0,10,knn,5,-,1,0.85,0.9839622641509433,0.5,0.997131931166348,0.6296296296296295,0.9905033238366572,34,1046,1043,3,17,17,0.9814814814814815,0.748565965583174,10,9606.585169553757
0,10,dt,5,-,1,0.239130434783,0.984817813765,0.594594594595,0.93288590604,0.341085271318,0.958148695224,37,1043,973,70,15,22,0.921296296296,0.763740250317,10,10860.40874171257
0,10,knn,5,-,2,0.7647058823529411,0.9793038570084666,0.37142857142857144,0.9961722488038277,0.5,0.9876660341555977,35,1045,1041,4,22,13,0.975925925925926,0.6838004101161995,10,6542.81262421608
0,10,dt,5,-,2,0.295081967213,0.986261040236,0.5625,0.958969465649,0.387096774194,0.972423802612,32,1048,1005,43,14,18,0.947222222222,0.760734732824,10,8678.545556306839
0,10,knn,5,-,3,0.4666666666666667,0.981904761904762,0.42424242424242425,0.9847182425978988,0.4444444444444445,0.9833094897472581,33,1047,1031,16,19,14,0.9675925925925926,0.7044803334201616,10,3777.3759520053864
0,10,nb,5,-,2,0.129807692308,0.995412844037,0.870967741935,0.82745471878,0.225941422594,0.903695991671,31,1049,868,181,4,27,0.828703703704,0.849211230358,10,11169.35155582428
0,10,nb,5,-,3,0.182926829268,0.992358078603,0.810810810811,0.871524448706,0.298507462687,0.928024502297,37,1043,909,134,7,30,0.869444444444,0.841167629758,10,7562.725678920746
0,10,knn,5,-,4,0.46153846153846156,0.9838709677419355,0.41379310344827586,0.9866793529971456,0.43636363636363634,0.9852731591448931,29,1051,1037,14,17,12,0.9712962962962963,0.7002362282227107,10,8549.894607782364
0,10,dt,5,-,3,0.324675324675,0.990029910269,0.714285714286,0.95023923445,0.446428571429,0.9697265625,35,1045,993,52,10,25,0.942592592593,0.832262474368,10,12041.29517698288
0,10,knn,5,-,5,0.5666666666666667,0.9838095238095238,0.5,0.9875717017208413,0.53125,0.9856870229007634,34,1046,1033,13,17,17,0.9722222222222222,0.7437858508604206,10,4876.735620975494
0,10,nb,5,-,4,0.238805970149,0.994714587738,0.864864864865,0.902205177373,0.374269005848,0.946204122675,37,1043,941,102,5,32,0.900925925926,0.883535021119,10,6905.506026506424
0,10,knn,5,-,6,0.56,0.9829383886255925,0.4375,0.9895038167938931,0.4912280701754386,0.9862101759391346,32,1048,1037,11,18,14,0.9731481481481481,0.7135019083969465,9,5189.640027046204
